lead_id,created_at,status,revenue,source_campaign,conversion_lag_days,requires_human_review
68f1b0ed-22bd-4a1e-ae62-4ccba68ee3eb,2024-01-06,closed_lost,,cmp_prospecting_003,3,False
f4afd9ec-698f-4679-859f-3c72823c3abf,2024-01-06,new,,cmp_prospecting_003,2,False
5f8e78bc-640f-4c71-a7a8-8c4c5a186448,2024-01-06,new,,cmp_brand_001,7,False
d97f6bed-1975-462f-a0a7-64fa0a44570d,2024-01-06,qualified,,cmp_lookalike_004,1,False
ce89b5b5-a921-4e88-92d2-62cf8151280f,2024-01-06,new,,cmp_prospecting_003,3,False
596d0119-43fb-4481-a3af-f8255b911cdb,2024-01-06,qualified,,cmp_retarget_002,2,False
a55d29fb-c833-4bd9-b7b8-058f4227a128,2024-01-07,new,,cmp_seasonal_005,1,False
b377b8c4-9398-47f3-b6b7-1bcd3478f6bd,2024-01-07,closed_won,8779.26,cmp_retarget_002,5,False
ca071d3e-c034-484f-8806-a2f508729360,2024-01-07,qualified,,cmp_prospecting_003,1,False
4390d919-8b22-478f-a381-9b535b6d4c29,2024-01-07,closed_lost,,cmp_prospecting_003,4,False
e535f193-1074-4024-8124-204e0246b4b3,2024-01-07,closed_won,11398.76,cmp_seasonal_005,2,False
a1ec620f-d388-493d-9192-30ee16f0a3d7,2024-01-07,closed_lost,,cmp_prospecting_003,3,False
cce88131-6400-42da-b4e8-940838019207,2024-01-07,new,,cmp_lookalike_004,2,False
7f405ab2-ef61-44bb-ace8-03591224a7d0,2024-01-07,closed_won,1469.04,cmp_seasonal_005,5,False
