lead_id,created_at,status,revenue,source_campaign,conversion_lag_days,requires_human_review
5cb09640-c276-46d9-a411-8fde89ff9ff0,2024-01-03,qualified,,cmp_retarget_002,6,False
e455717b-bc28-4e7e-b812-2f4425de0e6c,2024-01-03,new,,cmp_retarget_002,3,False
0022305a-85e3-4f09-ab29-fa53dd777b18,2024-01-07,closed_lost,,cmp_lookalike_004,4,False
d2ec11bc-84f6-4c4c-9517-c5c276458d3e,2024-01-07,qualified,,cmp_seasonal_005,7,False
512bf163-e175-4723-ba83-0acddb1a6192,2024-01-07,closed_lost,,cmp_prospecting_003,2,False
bb8bb4a3-174f-4a87-8b7d-6da50a34e858,2024-01-07,closed_lost,,cmp_retarget_002,3,False
e847169f-37fb-493e-8e5d-5cc56ad3651d,2024-01-07,closed_lost,,cmp_prospecting_003,1,False
d9134fe7-0e8f-4db6-8055-08f9e5aac27d,2024-01-07,new,,cmp_brand_001,4,False
877c3f63-b9f1-4054-bdb4-8ee17e73fa30,2024-01-07,closed_won,13433.24,cmp_brand_001,6,False
4e94b586-4cca-40e1-8ecf-5d8124f34f02,2024-01-07,closed_won,8902.9,cmp_retarget_002,7,False
10f694ab-09f3-407b-98d2-3f9dfbf826c0,2024-01-05,qualified,,cmp_brand_001,7,False
0f4028b7-33a6-4f77-8512-9afc7540d526,2024-01-05,closed_lost,,cmp_lookalike_004,7,False
0887b152-b86a-4d2e-bf4d-11fe536e3a3b,2024-01-05,qualified,,cmp_retarget_002,4,False
a0a0044a-9b6b-4c97-981c-dc6168239255,2024-01-05,closed_won,10867.02,cmp_lookalike_004,5,False
507da3b7-9c9e-41fc-980e-e8da2bb9ee23,2024-01-05,closed_lost,,cmp_seasonal_005,6,False
9c443ecf-bc99-4102-bf6a-171f87a0b0b2,2024-01-05,qualified,,cmp_retarget_002,5,False
b6e6fe71-cc2a-4a26-9198-081d70256e21,2024-01-05,new,,cmp_seasonal_005,5,False
8afa3ce3-3943-4504-860a-00c3a53387ea,2024-01-05,new,,cmp_seasonal_005,1,False
3c9de323-5312-473a-8892-1c7e4461507e,2024-01-06,closed_won,5551.72,cmp_prospecting_003,6,False
901ffc01-a89e-4245-98cc-3e85e875a763,2024-01-06,closed_won,2775.07,cmp_retarget_002,3,False
6f45d74c-b5ac-46e0-8f45-8857eb6d400d,2024-01-06,closed_won,14785.56,cmp_seasonal_005,2,False
36a2df89-043f-4281-abf5-dd7857cacf1e,2024-01-06,closed_won,12474.93,cmp_lookalike_004,1,False
25e8bdea-33e3-4e73-ab71-8baa8e327412,2024-01-06,new,,cmp_prospecting_003,1,False
ec483c76-00e5-4809-998d-b1092b3ed035,2024-01-06,new,,cmp_lookalike_004,1,False
ae53ec24-34b4-4890-9931-bbe9961f3093,2024-01-06,closed_won,4484.41,cmp_retarget_002,7,False
bbdff304-4eec-4d52-ba2b-394ef6452855,2024-01-06,closed_lost,,cmp_retarget_002,2,False
92243fe2-a993-43a6-93d1-44775a9fdea5,2024-01-07,closed_lost,,cmp_seasonal_005,1,False
c4f95c66-7fec-4f89-91c8-f353504aad3f,2024-01-07,qualified,,cmp_seasonal_005,2,False
0f514ba6-dcfc-4ad4-90b1-f7ab70f077ca,2024-01-07,qualified,,cmp_brand_001,4,False
194b718b-ae0a-4ddf-9a6b-c39242216af3,2024-01-07,closed_won,1080.77,cmp_prospecting_003,2,False
903de431-9d30-42e3-8236-fe9b818545b9,2024-01-07,closed_lost,,cmp_brand_001,3,False
70b97d66-e639-4046-aea8-04ab0438a515,2024-01-07,new,,cmp_seasonal_005,1,False
dd935026-3e64-4680-b246-be4872cb0f8d,2024-01-07,closed_lost,,cmp_prospecting_003,6,False
4769d1d3-0928-445d-9aa5-2ea450661d0d,2024-01-07,new,,cmp_retarget_002,2,False
